ID,INV,DATE,CATALOG,PCODE,QTY,custnum
3749,225151.0,10/98/14 00:00:00,Gardening,GD2200,1.0,2763000
3750,231492.0,11/98/10 00:00:00,Pets,PT4300,1.0,2763000
3751,234083.0,11/98/21 00:00:00,Sports,SP1000,1.0,2763000
3752,234083.0,11/98/21 00:00:00,Sports,SP1400,3.0,2763000
3753,234083.0,11/98/21 00:00:00,Sports,SP2700,1.0,2763000
3754,104469.0,5/00/24 00:00:00,Gardening,GD2100,1.0,2763000
3755,121821.0,9/00/2 00:00:00,Gardening,GD2400,4.0,2763000
3756,131889.0,10/00/25 00:00:00,Toys,TY4200,2.0,2763000
3757,133612.0,11/00/3 00:00:00,Sports,SP3100,1.0,2763000
3758,137773.0,11/00/25 00:00:00,Toys,TY1650,1.0,2763000
3759,138515.0,11/00/29 00:00:00,Sports,SP2300,2.0,2763000
3760,138515.0,11/00/29 00:00:00,Sports,SP2700,3.0,2763000
3761,106332.0,2/97/26 00:00:00,Gardening,GD1001,1.0,2888000
3762,110175.0,3/97/22 00:00:00,Sports,SP1400,1.0,2888000
3763,116055.0,4/97/25 00:00:00,Pets,PT1300,1.0,2888000
3764,119633.0,5/97/14 00:00:00,Pets,PT3500,1.0,2888000
3765,131491.0,7/97/16 00:00:00,Pets,PT1200,1.0,2888000
3766,137062.0,8/97/14 00:00:00,Toys,TY1400,1.0,2888000
3767,137062.0,8/97/14 00:00:00,Toys,TY4600,4.0,2888000
3768,137062.0,8/97/14 00:00:00,Toys,TY5100,1.0,2888000
3769,137062.0,8/97/14 00:00:00,Toys,TY5100,1.0,2888000
3770,143160.0,9/97/15 00:00:00,Toys,TY19OO,3.0,2888000
3771,147124.0,10/97/6 00:00:00,Software,SW2782,1.0,2888000
3772,147455.0,10/97/8 00:00:00,Sports,SP3000,2.0,2888000
3773,149673.0,10/97/20 00:00:00,Sports,SP2500,1.0,2888000
3774,157786.0,12/97/2 00:00:00,Collectibles,CC2300,1.0,2888000
3775,157786.0,12/97/2 00:00:00,Collectibles,CC3100,2.0,2888000
3776,157786.0,12/97/2 00:00:00,Collectibles,CC4300,1.0,2888000
3777,157786.0,12/97/2 00:00:00,Collectibles,CC4600,1.0,2888000
3778,187607.0,5/98/7 00:00:00,Sports,SP1000,1.0,2888000
3779,209246.0,8/98/8 00:00:00,Gardening,GD1400,1.0,2888000
3780,209246.0,8/98/8 00:00:00,Gardening,GD1600,4.0,2888000
3781,209246.0,8/98/8 00:00:00,Gardening,gd2300,1.0,2888000
3782,216623.0,9/98/8 00:00:00,Pets,PT4400,1.0,2888000
3783,106332.0,6/00/5 00:00:00,Gardening,GD1001,1.0,2888000
3784,110175.0,6/00/29 00:00:00,Sports,SP1400,1.0,2888000
3785,116055.0,8/00/2 00:00:00,Pets,PT1300,1.0,2888000
3786,119633.0,8/00/21 00:00:00,Pets,PT3500,1.0,2888000
3787,131491.0,10/00/23 00:00:00,Pets,PT1200,1.0,2888000
3788,137062.0,11/00/21 00:00:00,Toys,TY1400,1.0,2888000
3789,137062.0,11/00/21 00:00:00,Toys,TY4600,4.0,2888000
3790,137062.0,11/00/21 00:00:00,Toys,TY5100,1.0,2888000
3791,137062.0,11/00/21 00:00:00,Toys,TY5100,1.0,2888000
3792,143160.0,12/00/23 00:00:00,Toys,TY19OO,3.0,2888000
3793,147124.0,1/01/13 00:00:00,Software,SW2782,1.0,2888000
3794,147455.0,1/01/15 00:00:00,Sports,SP3000,2.0,2888000
3795,149673.0,1/01/27 00:00:00,Sports,SP2500,1.0,2888000
3796,157786.0,3/01/11 00:00:00,Collectibles,CC2300,1.0,2888000
3797,157786.0,3/01/11 00:00:00,Collectibles,CC3100,2.0,2888000
3798,157786.0,3/01/11 00:00:00,Collectibles,CC4300,1.0,2888000
3799,157786.0,3/01/11 00:00:00,Collectibles,CC4600,1.0,2888000
3800,98894.0,1/97/3 00:00:00,Pets,PT3200,1.0,3013000
3801,112485.0,4/97/5 00:00:00,Toys,TY1800,1.0,3013000
3802,112485.0,4/97/5 00:00:00,Toys,TY4100,1.0,3013000
3803,112485.0,4/97/5 00:00:00,Toys,TY4200,3.0,3013000
3804,132637.0,7/97/22 00:00:00,Toys,TY1700,1.0,3013000
3805,166017.0,1/98/18 00:00:00,Gardening,GD1500,1.0,3013000
3806,166017.0,1/98/18 00:00:00,Gardening,GD2300,4.0,3013000
3807,207600.0,8/98/1 00:00:00,Pets,PT4400,1.0,3013000
3808,221110.0,9/98/27 00:00:00,Toys,TY2200,1.0,3013000
3809,223081.0,10/98/5 00:00:00,Sports,SP2500,1.0,3013000
3810,223081.0,10/98/5 00:00:00,Sports,SP2600,1.0,3013000
3811,223081.0,10/98/5 00:00:00,Sports,SP3100,4.0,3013000
3812,241522.0,12/98/23 00:00:00,Sports,SP1500,1.0,3013000
3813,98894.0,4/00/12 00:00:00,Pets,PT3200,1.0,3013000
3814,112485.0,7/00/13 00:00:00,Toys,TY1800,1.0,3013000
3815,112485.0,7/00/13 00:00:00,Toys,TY4100,1.0,3013000
3816,112485.0,7/00/13 00:00:00,Toys,TY4200,3.0,3013000
3817,132637.0,10/00/29 00:00:00,Toys,TY1700,1.0,3013000
3818,166017.0,4/01/27 00:00:00,Gardening,GD1500,1.0,3013000
3819,166017.0,4/01/27 00:00:00,Gardening,GD2300,4.0,3013000
3820,100128.0,1/97/13 00:00:00,Toys,TY1700,4.0,3138000
3821,122228.0,5/97/28 00:00:00,Gardening,GD1001,2.0,3138000
3822,186925.0,5/98/4 00:00:00,Gardening,GD1010,1.0,3138000
3823,186925.0,5/98/4 00:00:00,Gardening,GD2100,2.0,3138000
3824,186925.0,5/98/4 00:00:00,Gardening,GD4000,1.0,3138000
3825,189194.0,5/98/14 00:00:00,Sports,SP1000,2.0,3138000
3826,213793.0,8/98/27 00:00:00,Sports,SP2500,1.0,3138000
3827,229149.0,10/98/31 00:00:00,Pets,PT2100,1.0,3138000
3828,232423.0,11/98/14 00:00:00,Pets,PT3300,1.0,3138000
3829,235889.0,11/98/29 00:00:00,Software,SW3909,3.0,3138000
3830,239434.0,12/98/14 00:00:00,Pets,PT4400,2.0,3138000
3831,100128.0,4/00/22 00:00:00,Toys,TY1700,4.0,3138000
3832,122228.0,9/00/4 00:00:00,Gardening,GD1001,2.0,3138000
3833,120160.0,5/97/17 00:00:00,Toys,TY1500,4.0,3184000
3834,120160.0,5/97/17 00:00:00,Toys,TY2600,2.0,3184000
3835,120160.0,5/97/17 00:00:00,Toys,TY5200,1.0,3184000
3836,120160.0,5/97/17 00:00:00,Toys,TY5300,2.0,3184000
3837,122419.0,5/97/29 00:00:00,Gardening,GD1600,1.0,3184000
3838,122419.0,5/97/29 00:00:00,Gardening,gd2200,3.0,3184000
3839,122419.0,5/97/29 00:00:00,Gardening,GD3200,1.0,3184000
3840,133435.0,7/97/26 00:00:00,Sports,SP3000,1.0,3184000
3841,138334.0,8/97/21 00:00:00,Sports,SP3000,1.0,3184000
3842,142182.0,9/97/10 00:00:00,Pets,PT1400,3.0,3184000
3843,150837.0,10/97/26 00:00:00,Pets,PT1300,3.0,3184000
3844,155292.0,11/97/19 00:00:00,Toys,TY4500,1.0,3184000
3845,198090.0,6/98/21 00:00:00,Gardening,GD3000,1.0,3184000
3846,201143.0,7/98/4 00:00:00,Pets,PT2100,3.0,3184000
3847,202070.0,7/98/8 00:00:00,Sports,SP1400,1.0,3184000
3848,202070.0,7/98/8 00:00:00,Sports,SP2400,1.0,3184000
3849,202070.0,7/98/8 00:00:00,Sports,SP2500,3.0,3184000
3850,202986.0,7/98/12 00:00:00,Pets,PT4200,4.0,3184000
3851,208538.0,8/98/5 00:00:00,Toys,TY1700,1.0,3184000
3852,208538.0,8/98/5 00:00:00,Toys,TY2700,2.0,3184000
3853,208538.0,8/98/5 00:00:00,Toys,TY5300,1.0,3184000
3854,210006.0,8/98/11 00:00:00,Sports,SP1200,1.0,3184000
3855,226583.0,10/98/20 00:00:00,Pets,PT2300,1.0,3184000
3856,226582.0,10/98/20 00:00:00,Software,SW7384,4.0,3184000
3857,120160.0,8/00/24 00:00:00,Toys,TY1500,4.0,3184000
3858,120160.0,8/00/24 00:00:00,Toys,TY2600,2.0,3184000
3859,120160.0,8/00/24 00:00:00,Toys,TY5200,1.0,3184000
3860,120160.0,8/00/24 00:00:00,Toys,TY5300,2.0,3184000
3861,122419.0,9/00/5 00:00:00,Gardening,GD16OO,1.0,3184000
3862,122419.0,9/00/5 00:00:00,Gardening,GD2200,3.0,3184000
3863,122419.0,9/00/5 00:00:00,Gardening,GD3200,1.0,3184000
3864,133435.0,11/00/2 00:00:00,Sports,SP3000,1.0,3184000
3865,138334.0,11/00/28 00:00:00,Sports,SP3000,1.0,3184000
3866,142182.0,12/00/18 00:00:00,Pets,PT1400,3.0,3184000
3867,150837.0,2/01/2 00:00:00,Pets,PT1300,3.0,3184000
3868,155292.0,2/01/26 00:00:00,Toys,TY4500,1.0,3184000
3869,100664.0,1/97/17 00:00:00,Toys,TY1950,4.0,3263000
3870,149676.0,10/97/20 00:00:00,Sports,SP3300,3.0,3263000
3871,150423.0,10/97/24 00:00:00,Pets,PT2300,1.0,3263000
3872,166021.0,1/98/18 00:00:00,Pets,PT3300,1.0,3263000
3873,166021.0,1/98/18 00:00:00,Pets,PT4200,1.0,3263000
3874,190135.0,5/98/18 00:00:00,Collectibles,CC2300,1.0,3263000
3875,190135.0,5/98/18 00:00:00,Collectibles,CC3300,1.0,3263000
3876,190135.0,5/98/18 00:00:00,Collectibles,cc1100,2.0,3263000
3877,198765.0,6/98/24 00:00:00,Sports,SP1300,1.0,3263000
3878,218764.0,9/98/17 00:00:00,Toys,TY3200,1.0,3263000
3879,228211.0,10/98/27 00:00:00,Sports,SP2600,3.0,3263000
3880,240118.0,12/98/17 00:00:00,Sports,SP1500,2.0,3263000
3881,100664.0,4/00/26 00:00:00,Toys,TY1950,4.0,3263000
3882,149676.0,1/01/27 00:00:00,Sports,SP3300,3.0,3263000
3883,150423.0,1/01/31 00:00:00,Pets,PT2300,1.0,3263000
3884,166021.0,4/01/27 00:00:00,Pets,PT3300,1.0,3263000
3885,166021.0,4/01/27 00:00:00,Pets,PT4200,1.0,3263000
3886,103076.0,2/97/4 00:00:00,Pets,PT1200,1.0,3273000
3887,103076.0,2/97/4 00:00:00,Pets,PT2100,2.0,3273000
3888,103076.0,2/97/4 00:00:00,Pets,PT3500,3.0,3273000
3889,108833.0,3/97/14 00:00:00,Gardening,GD2000,1.0,3273000
3890,130954.0,7/97/13 00:00:00,Toys,TY1300,3.0,3273000
3891,130954.0,7/97/13 00:00:00,Toys,TY4200,1.0,3273000
3892,130954.0,7/97/13 00:00:00,Toys,TY5300,1.0,3273000
3893,157794.0,12/97/2 00:00:00,Sports,SP3300,1.0,3273000
3894,187853.0,5/98/8 00:00:00,Gardening,GD4100,2.0,3273000
3895,202511.0,7/98/10 00:00:00,Sports,SP3000,1.0,3273000
3896,226081.0,10/98/18 00:00:00,Toys,TY1400,1.0,3273000
3897,226081.0,10/98/18 00:00:00,Toys,TY1850,1.0,3273000
3898,226081.0,10/98/18 00:00:00,Toys,TY2200,1.0,3273000
3899,226081.0,10/98/18 00:00:00,Toys,TY4600,1.0,3273000
3900,230095.0,11/98/4 00:00:00,Software,SW9521,1.0,3273000
3901,103076.0,5/00/14 00:00:00,Pets,PT1200,1.0,3273000
3902,103076.0,5/00/14 00:00:00,Pets,PT2100,2.0,3273000
3903,103076.0,5/00/14 00:00:00,Pets,PT3500,3.0,3273000
3904,108833.0,6/00/21 00:00:00,Gardening,GD2000,1.0,3273000
3905,130954.0,10/00/20 00:00:00,Toys,TY1300,3.0,3273000
3906,130954.0,10/00/20 00:00:00,Toys,TY4200,1.0,3273000
3907,130954.0,10/00/20 00:00:00,Toys,TY5300,1.0,3273000
3908,157794.0,3/01/11 00:00:00,Sports,SP3300,1.0,3273000
3909,109846.0,3/97/20 00:00:00,Software,SW7221,1.0,3388000
3910,129859.0,7/97/7 00:00:00,Gardening,GD2000,1.0,3388000
3911,129858.0,7/97/7 00:00:00,Pets,PT1000,1.0,3388000
3912,129858.0,7/97/7 00:00:00,Pets,PT2400,4.0,3388000
3913,129858.0,7/97/7 00:00:00,Pets,PT3500,1.0,3388000
3914,130781.0,7/97/12 00:00:00,Pets,PT2000,1.0,3388000
3915,130781.0,7/97/12 00:00:00,Pets,PT2400,1.0,3388000
3916,130781.0,7/97/12 00:00:00,Pets,PT3500,2.0,3388000
3917,130781.0,7/97/12 00:00:00,Pets,PT4300,1.0,3388000
3918,144716.0,9/97/23 00:00:00,Pets,PT3500,1.0,3388000
3919,150046.0,10/97/22 00:00:00,Gardening,GD2300,1.0,3388000
3920,152127.0,11/97/2 00:00:00,Toys,TY2100,3.0,3388000
3921,155125.0,11/97/18 00:00:00,Toys,TY4100,1.0,3388000
3922,164772.0,1/98/10 00:00:00,Sports,SP2200,1.0,3388000
3923,178834.0,3/98/28 00:00:00,Pets,PT1300,2.0,3388000
3924,201855.0,7/98/7 00:00:00,Sports,SP3300,3.0,3388000
3925,207156.0,7/98/30 00:00:00,Collectibles,CC1200,3.0,3388000
3926,207156.0,7/98/30 00:00:00,Collectibles,CC2100,2.0,3388000
3927,207156.0,7/98/30 00:00:00,Collectibles,CC2400,1.0,3388000
3928,207156.0,7/98/30 00:00:00,Collectibles,CC4700,1.0,3388000
3929,210242.0,8/98/12 00:00:00,Pets,PT4300,1.0,3388000
3930,210460.0,8/98/13 00:00:00,Sports,SP2500,4.0,3388000
3931,221359.0,9/98/28 00:00:00,Toys,TY3400,1.0,3388000
3932,109846.0,6/00/27 00:00:00,Software,SW7221,1.0,3388000
3933,129859.0,10/00/14 00:00:00,Gardening,GD2000,1.0,3388000
3934,129858.0,10/00/14 00:00:00,Pets,PT1000,1.0,3388000
3935,129858.0,10/00/14 00:00:00,Pets,PT2400,4.0,3388000
3936,129858.0,10/00/14 00:00:00,Pets,PT3500,1.0,3388000
3937,130781.0,10/00/19 00:00:00,Pets,PT2000,1.0,3388000
3938,130781.0,10/00/19 00:00:00,Pets,PT2400,1.0,3388000
3939,130781.0,10/00/19 00:00:00,Pets,PT3500,2.0,3388000
3940,130781.0,10/00/19 00:00:00,Pets,PT4300,1.0,3388000
3941,144716.0,12/00/31 00:00:00,Pets,PT3500,1.0,3388000
3942,150046.0,1/01/29 00:00:00,Gardening,GD2300,1.0,3388000
3943,152127.0,2/01/9 00:00:00,Toys,TY21OO,3.0,3388000
3944,155125.0,2/01/25 00:00:00,Toys,TY4100,1.0,3388000
3945,164772.0,4/01/19 00:00:00,Sports,SP2200,1.0,3388000
3946,116980.0,4/97/30 00:00:00,Toys,TY2500,1.0,3513000
3947,140272.0,8/97/31 00:00:00,Sports,SP2200,1.0,3513000
3948,141454.0,9/97/6 00:00:00,Pets,PT4400,1.0,3513000
3949,158579.0,12/97/6 00:00:00,Software,SW2927,1.0,3513000
3950,166197.0,1/98/19 00:00:00,Sports,SP3300,1.0,3513000
3951,191079.0,5/98/22 00:00:00,Pets,PT2000,1.0,3513000
3952,194744.0,6/98/7 00:00:00,Toys,TY1850,4.0,3513000
3953,211677.0,8/98/18 00:00:00,Toys,TY1300,1.0,3513000
3954,216638.0,9/98/8 00:00:00,Sports,SP2400,1.0,3513000
3955,230101.0,11/98/4 00:00:00,Pets,PT3200,2.0,3513000
3956,116980.0,8/00/7 00:00:00,Toys,TY2500,1.0,3513000
3957,140272.0,12/00/8 00:00:00,Sports,SP2200,1.0,3513000
3958,141454.0,12/00/14 00:00:00,Pets,PT4400,1.0,3513000
3959,158579.0,3/01/15 00:00:00,Software,SW2927,1.0,3513000
3960,166197.0,4/01/28 00:00:00,Sports,SP3300,1.0,3513000
3961,130250.0,7/97/9 00:00:00,Toys,TY4500,1.0,3638000
3962,170448.0,2/98/13 00:00:00,Sports,SP2400,1.0,3638000
3963,202288.0,7/98/9 00:00:00,Sports,SP2700,1.0,3638000
3964,210471.0,8/98/13 00:00:00,Pets,PT14OO,4.0,3638000
3965,228219.0,10/98/27 00:00:00,Pets,PT3200,1.0,3638000
3966,228218.0,10/98/27 00:00:00,Sports,SP2500,1.0,3638000
3967,238997.0,12/98/12 00:00:00,Toys,TY3700,1.0,3638000
3968,130250.0,10/00/16 00:00:00,Toys,TY4500,1.0,3638000
3969,170448.0,5/01/23 00:00:00,Sports,SP2400,1.0,3638000
3970,105061.0,2/97/18 00:00:00,Sports,SP2000,1.0,3763000
3971,110513.0,3/97/24 00:00:00,Pets,PT4300,1.0,3763000
3972,133446.0,7/97/26 00:00:00,Software,SW3895,1.0,3763000
3973,133446.0,7/97/26 00:00:00,Software,SW4550,1.0,3763000
3974,133446.0,7/97/26 00:00:00,Software,SW6269,1.0,3763000
3975,156457.0,11/97/25 00:00:00,Sports,SP3300,1.0,3763000
3976,165512.0,1/98/15 00:00:00,Gardening,GD1300,1.0,3763000
3977,165512.0,1/98/15 00:00:00,Gardening,GD2400,3.0,3763000
3978,165512.0,1/98/15 00:00:00,Gardening,GD3100,1.0,3763000
3979,165512.0,1/98/15 00:00:00,Gardening,GD4200,1.0,3763000
3980,194970.0,6/98/8 00:00:00,Sports,SP2200,1.0,3763000
3981,210248.0,8/98/12 00:00:00,Sports,SP1300,1.0,3763000
3982,105061.0,5/00/28 00:00:00,Sports,SP2000,1.0,3763000
3983,110513.0,7/00/1 00:00:00,Pets,PT4300,1.0,3763000
3984,133446.0,11/00/2 00:00:00,Software,SW3895,1.0,3763000
3985,133446.0,11/00/2 00:00:00,Software,SW4550,1.0,3763000
3986,133446.0,11/00/2 00:00:00,Software,SW6269,1.0,3763000
3987,156457.0,3/01/4 00:00:00,Sports,SP3300,1.0,3763000
3988,165512.0,4/01/24 00:00:00,Gardening,GD1300,1.0,3763000
3989,165512.0,4/01/24 00:00:00,Gardening,GD2400,3.0,3763000
3990,165512.0,4/01/24 00:00:00,Gardening,GD3100,1.0,3763000
3991,165512.0,4/01/24 00:00:00,Gardening,GD4200,1.0,3763000
3992,120372.0,5/97/18 00:00:00,Sports,SP1000,1.0,3888000
3993,156460.0,11/97/25 00:00:00,Pets,PT4300,4.0,3888000
3994,172117.0,2/98/22 00:00:00,Software,SW3895,4.0,3888000
3995,199006.0,6/98/25 00:00:00,Sports,SP1100,1.0,3888000
3996,199257.0,6/98/26 00:00:00,Sports,SP1000,4.0,3888000
3997,199257.0,6/98/26 00:00:00,Sports,SP1100,4.0,3888000
3998,199257.0,6/98/26 00:00:00,Sports,SP3400,1.0,3888000
3999,224732.0,10/98/12 00:00:00,Pets,PT1300,4.0,3888000
4000,225389.0,10/98/15 00:00:00,Software,SW6531,1.0,3888000
4001,120372.0,8/00/25 00:00:00,Sports,SP1000,1.0,3888000
4002,156460.0,3/01/4 00:00:00,Pets,PT4300,4.0,3888000
4003,110859.0,3/97/26 00:00:00,Sports,SP1000,3.0,3906000
4004,110859.0,3/97/26 00:00:00,Sports,SP14OO,4.0,3906000
4005,110859.0,3/97/26 00:00:00,Sports,SP2400,1.0,3906000
4006,126048.0,6/97/17 00:00:00,Sports,SP2200,3.0,3906000
4007,186297.0,5/98/1 00:00:00,Gardening,GD4000,1.0,3906000
4008,189914.0,5/98/17 00:00:00,Gardening,GD3000,4.0,3906000
4009,189914.0,5/98/17 00:00:00,Gardening,GD3200,1.0,3906000
4010,189914.0,5/98/17 00:00:00,Gardening,GD3400,1.0,3906000
4011,189914.0,5/98/17 00:00:00,Gardening,GD4000,4.0,3906000
4012,215864.0,9/98/5 00:00:00,Software,SW2147,1.0,3906000
4013,230346.0,11/98/5 00:00:00,Collectibles,CC3200,1.0,3906000
4014,110859.0,7/00/3 00:00:00,Sports,SP1000,3.0,3906000
4015,110859.0,7/00/3 00:00:00,Sports,SP14OO,4.0,3906000
4016,110859.0,7/00/3 00:00:00,Sports,SP2400,1.0,3906000
4017,126048.0,9/00/24 00:00:00,Sports,SP2200,3.0,3906000
4018,104191.0,2/97/12 00:00:00,Pets,PT4400,4.0,4013000
4019,106795.0,3/97/1 00:00:00,Collectibles,CC42OO,1.0,4013000
4020,144919.0,9/97/24 00:00:00,Toys,TY2400,1.0,4013000
4021,174794.0,3/98/8 00:00:00,Pets,PT3500,4.0,4013000
4022,182299.0,4/98/13 00:00:00,Sports,SP1200,1.0,4013000
4023,196437.0,6/98/14 00:00:00,Pets,PT3200,1.0,4013000
4024,215436.0,9/98/3 00:00:00,Sports,SP3100,1.0,4013000
4025,217344.0,9/98/11 00:00:00,Toys,TY4600,1.0,4013000
4026,223098.0,10/98/5 00:00:00,Software,SW8511,2.0,4013000
4027,238548.0,12/98/10 00:00:00,Toys,TY1600,4.0,4013000
4028,104191.0,5/00/22 00:00:00,Pets,PT4400,4.0,4013000
4029,106795.0,6/00/8 00:00:00,Collectibles,CC4200,1.0,4013000
4030,144919.0,1/01/1 00:00:00,Toys,TY2400,1.0,4013000
4031,104623.0,2/97/15 00:00:00,Gardening,GD4000,2.0,4138000
4032,105845.0,2/97/23 00:00:00,Pets,PT4200,1.0,4138000
4033,107261.0,3/97/4 00:00:00,Sports,SP1300,1.0,4138000
4034,113781.0,4/97/12 00:00:00,Collectibles,CC1500,4.0,4138000
4035,122048.0,5/97/27 00:00:00,Gardening,gd2200,4.0,4138000
4036,159712.0,12/97/12 00:00:00,Toys,TY1650,1.0,4138000
4037,159712.0,12/97/12 00:00:00,Toys,TY1900,1.0,4138000
4038,159712.0,12/97/12 00:00:00,Toys,TY2500,4.0,4138000
4039,159712.0,12/97/12 00:00:00,Toys,TY3800,2.0,4138000
4040,160841.0,12/97/18 00:00:00,Pets,PT4500,1.0,4138000
4041,169037.0,2/98/5 00:00:00,Sports,SP3300,1.0,4138000
4042,195464.0,6/98/10 00:00:00,Sports,SP2200,1.0,4138000
4043,195464.0,6/98/10 00:00:00,Sports,SP3200,1.0,4138000
4044,195464.0,6/98/10 00:00:00,Sports,SP3300,2.0,4138000
4045,210714.0,8/98/14 00:00:00,Gardening,GD2000,3.0,4138000
4046,224503.0,10/98/11 00:00:00,Toys,TY3500,1.0,4138000
4047,239450.0,12/98/14 00:00:00,Sports,SP1400,1.0,4138000
4048,104623.0,5/00/25 00:00:00,Gardening,GD4000,2.0,4138000
4049,105845.0,6/00/2 00:00:00,Pets,PT4200,1.0,4138000
4050,107261.0,6/00/11 00:00:00,Sports,SP1300,1.0,4138000
4051,113781.0,7/00/20 00:00:00,Collectibles,CC1500,4.0,4138000
4052,122048.0,9/00/3 00:00:00,Gardening,GD2200,4.0,4138000
4053,159712.0,3/01/21 00:00:00,Toys,TY1650,1.0,4138000
4054,159712.0,3/01/21 00:00:00,Toys,TY1900,1.0,4138000
4055,159712.0,3/01/21 00:00:00,Toys,TY2500,4.0,4138000
4056,159712.0,3/01/21 00:00:00,Toys,TY3800,2.0,4138000
4057,160841.0,3/01/27 00:00:00,Pets,PT4500,1.0,4138000
4058,169037.0,5/01/15 00:00:00,Sports,SP3300,1.0,4138000
4059,106798.0,3/97/1 00:00:00,Sports,SP2600,3.0,4263000
4060,112876.0,4/97/7 00:00:00,Gardening,GD3100,1.0,4263000
4061,118679.0,5/97/9 00:00:00,Software,SW3625,1.0,4263000
4062,124299.0,6/97/8 00:00:00,Sports,SP1000,1.0,4263000
4063,134006.0,7/97/29 00:00:00,Pets,PT3300,3.0,4263000
4064,137459.0,8/97/16 00:00:00,Sports,SP1200,1.0,4263000
4065,151044.0,10/97/27 00:00:00,Toys,TY5200,1.0,4263000
4066,161643.0,12/97/22 00:00:00,Sports,SP2400,2.0,4263000
4067,163414.0,1/98/1 00:00:00,Gardening,GD1100,1.0,4263000
4068,173069.0,2/98/27 00:00:00,Gardening,GD1300,1.0,4263000
4069,185619.0,4/98/28 00:00:00,Gardening,GD3400,1.0,4263000
4070,188756.0,5/98/12 00:00:00,Gardening,GD4000,3.0,4263000
4071,193875.0,6/98/3 00:00:00,Pets,PT1400,1.0,4263000
4072,211953.0,8/98/19 00:00:00,Toys,TY1300,1.0,4263000
4073,212875.0,8/98/23 00:00:00,Sports,SP2500,2.0,4263000
4074,217597.0,9/98/12 00:00:00,Toys,TY4600,1.0,4263000
4075,230352.0,11/98/5 00:00:00,Sports,SP2400,3.0,4263000
4076,106798.0,6/00/8 00:00:00,Sports,SP2600,3.0,4263000
4077,112876.0,7/00/15 00:00:00,Gardening,GD3100,1.0,4263000
4078,118679.0,8/00/16 00:00:00,Software,SW3625,1.0,4263000
4079,124299.0,9/00/15 00:00:00,Sports,SP1000,1.0,4263000
4080,134006.0,11/00/5 00:00:00,Pets,PT3300,3.0,4263000
4081,137459.0,11/00/23 00:00:00,Sports,SP1200,1.0,4263000
4082,151044.0,2/01/3 00:00:00,Toys,TY5200,1.0,4263000
4083,161643.0,3/01/31 00:00:00,Sports,SP2400,2.0,4263000
4084,163414.0,4/01/10 00:00:00,Gardening,GD110O,1.0,4263000
4085,105065.0,2/97/18 00:00:00,Toys,TY5400,1.0,4388000
4086,120543.0,5/97/19 00:00:00,Gardening,GD3400,1.0,4388000
4087,132656.0,7/97/22 00:00:00,Toys,TY3500,4.0,4388000
4088,186080.0,4/98/30 00:00:00,Software,SW7573,1.0,4388000
4089,239671.0,12/98/15 00:00:00,Toys,TY1950,1.0,4388000
4090,105065.0,5/00/28 00:00:00,Toys,TY5400,1.0,4388000
4091,120543.0,8/00/26 00:00:00,Gardening,GD3400,1.0,4388000
4092,132656.0,10/00/29 00:00:00,Toys,TY3500,4.0,4388000
4093,111204.0,3/97/28 00:00:00,Gardening,GD2400,1.0,4401000
4094,135923.0,8/97/8 00:00:00,Sports,SP1100,1.0,4401000
4095,142380.0,9/97/11 00:00:00,Pets,PT2300,2.0,4401000
4096,142788.0,9/97/13 00:00:00,Toys,TY2500,1.0,4401000
4097,145808.0,9/97/29 00:00:00,Toys,TY1400,1.0,4401000
4098,146398.0,10/97/2 00:00:00,Toys,TY3100,1.0,4401000
4099,176004.0,3/98/14 00:00:00,Toys,TY1850,1.0,4401000
4100,177392.0,3/98/21 00:00:00,Gardening,GD2000,1.0,4401000
4101,184968.0,4/98/25 00:00:00,Sports,SP3200,1.0,4401000
4102,198355.0,6/98/22 00:00:00,Sports,SP2700,4.0,4401000
4103,215871.0,9/98/5 00:00:00,Software,SW1991,1.0,4401000
4104,215871.0,9/98/5 00:00:00,Software,SW2147,1.0,4401000
4105,215871.0,9/98/5 00:00:00,Software,SW2147,1.0,4401000
4106,215871.0,9/98/5 00:00:00,Software,SW7935,1.0,4401000
4107,219261.0,9/98/19 00:00:00,Gardening,GD1100,1.0,4401000
4108,221857.0,9/98/30 00:00:00,Sports,SP1300,1.0,4401000
4109,240639.0,12/98/19 00:00:00,Pets,PT3400,2.0,4401000
4110,111204.0,7/00/5 00:00:00,Gardening,GD2400,1.0,4401000
4111,135923.0,11/00/15 00:00:00,Sports,SP1100,1.0,4401000
4112,142380.0,12/00/19 00:00:00,Pets,PT2300,2.0,4401000
4113,142788.0,12/00/21 00:00:00,Toys,TY2500,1.0,4401000
4114,145808.0,1/01/6 00:00:00,Toys,TY1400,1.0,4401000
4115,146398.0,1/01/9 00:00:00,Toys,TY3100,1.0,4401000
4116,117753.0,5/97/4 00:00:00,Sports,SP2300,1.0,4513000
4117,126407.0,6/97/19 00:00:00,Pets,PT4200,1.0,4513000
4118,156275.0,11/97/24 00:00:00,Toys,TY4600,1.0,4513000
4119,165075.0,1/98/12 00:00:00,Pets,PT1100,1.0,4513000
4120,165075.0,1/98/12 00:00:00,Pets,PT2100,2.0,4513000
4121,165075.0,1/98/12 00:00:00,Pets,PT4300,3.0,4513000
4122,174801.0,3/98/8 00:00:00,Toys,TY3700,1.0,4513000
4123,211697.0,8/98/18 00:00:00,Sports,SP3000,1.0,4513000
